,Unnamed: 0,Last,Change,%Change,Open,Low,High,Volume,Value,Net-Foreign,52 Week High,52 Week Low,Support 1,Support 2,Resistance 1,Resistance 2,MA 20,MA 50,MA 100,MA 200,EMA 20,EMA 50,EMA 100,EMA 200,Trend-Short,Trend-Medium,Trend-Long,RSI(14),"MACD(12,26,9)",ATR(14),Volatility,CCI(20),"STS(14,3,3)",%R(14),VolumeSMA(10),VolumeSMA(15),VolumeSMA(20),ValueSMA(10),ValueSMA(15),ValueSMA(20),CandleStick(1),CandleStick(2),CandleStick(3),YTD%,MTD%,WTD%,NFB(5),NFB(15),NFB(30),NFB(60),NFB(360),EPS,EPS%,P/E,DPS%,P/BV,ROE,Date
180,155,4.96,0.01,0.002,4.95,4.91,5.1,61000.0,304450.0,0.0,15.4,4.91,4.93,4.93,5.08,5.64,5.19,5.21,5.63,6.93,5.13,5.3,5.76,7.16,DOWNTREND,SIDEWAYS,DOWNTREND,37.4081,-0.0548,0.0297,LOW,-110.1928,8.953,-87.5,59770.0,58086.67,65850.0,300912.9,294518.07,341877.65,None,None,None,-0.4887,-0.0534,-0.0255,4990.0,39866.0,137460.0,119098.0,0.0,0.0,0.0,27.56,0.0,1.23,0.0,2020-10-09
181,155,9.7,0.0,0.0,9.8,9.43,9.8,124500.0,1188903.0,12402.0,27.35,5.84,9.56,9.17,10.25,11.64,10.21,11.39,0.0,0.0,10.28,10.91,0.0,0.0,DOWNTREND,DOWNTREND,NONE,38.7936,-0.5284,0.0593,HIGH,-71.5978,39.3276,-54.2169,237480.0,310720.0,377520.0,2295928.5,3079672.67,3931261.6,Hanging Man,None,None,0.0,0.0,0.0,68270.0,26360.0,505938.0,4454.0,0.0,0.19,-0.24,51.05,0.0,2.49,0.0,2020-01-02
182,156,6.2,-0.28,-0.0432,6.6,6.1,6.6,148500.0,932996.0,0.0,12.78,4.82,6.1,5.36,6.77,7.12,5.92,5.47,5.42,6.23,6.0,5.67,5.75,6.75,UPTREND,UPTREND,SIDEWAYS,58.1263,0.2623,0.0491,NEUTRAL,68.7321,74.6162,-41.9355,243300.0,189133.33,160585.0,1513689.9,1157730.87,971651.1,Black Long Day,None,None,-0.3608,0.1376,0.0,-16025.0,-85821.0,-94329.0,67931.0,0.0,0.0,0.0,29.52,0.0,1.53,0.0,2020-11-26
183,155,5.18,0.0,0.0,5.17,5.17,5.18,19300.0,99931.0,0.0,17.36,5.0,5.14,5.03,5.4,5.59,5.23,5.68,6.1,8.03,5.32,5.64,6.3,7.93,UPTREND,DOWNTREND,DOWNTREND,43.1414,-0.1381,0.043,NEUTRAL,-55.5411,25.0,-76.6667,49610.0,40886.67,45940.0,260529.9,213884.67,239680.65,White Marubozu,None,None,-0.466,0.0058,0.0,0.0,0.0,-10097.0,28408.0,0.0,0.0,0.0,103.6,0.0,1.9,0.0,2020-08-24
184,155,5.32,0.17,0.033,5.2,5.19,5.38,171700.0,905771.0,0.0,15.4,4.82,5.06,4.83,5.35,5.7,5.1,5.2,5.54,6.74,5.13,5.25,5.67,7.0,DOWNTREND,SIDEWAYS,DOWNTREND,59.0339,-0.0499,0.0305,NEUTRAL,137.8881,74.2063,-10.7143,75160.0,80980.0,66025.0,381818.4,409592.67,334536.75,None,None,None,-0.4515,0.0153,0.031,12288.0,51204.0,174548.0,174548.0,0.0,0.0,0.0,29.56,0.0,1.32,0.0,2020-10-21
185,156,9.86,0.02,0.002,9.86,9.84,10.1,165200.0,1632983.0,0.0,27.35,5.84,9.77,9.17,10.42,11.37,9.92,11.12,11.16,0.0,10.16,10.66,11.16,0.0,UPTREND,DOWNTREND,SIDEWAYS,42.8787,-0.3135,0.051,HIGH,-4.7202,56.4274,-63.2479,278190.0,287380.0,263480.0,2830028.7,2874286.13,2619057.5,Doji,Bullish Harami,None,0.0165,0.0165,-0.0464,-11910.0,37950.0,-147280.0,154922.0,0.0,0.0,0.0,51.89,0.0,2.53,0.0,2020-01-16
186,155,5.26,-0.09,-0.0168,5.27,5.26,5.37,16000.0,84264.0,0.0,15.4,5.0,5.1,5.03,5.64,6.24,5.25,5.33,5.93,7.39,5.3,5.45,5.99,7.49,UPTREND,SIDEWAYS,DOWNTREND,47.8222,-0.0214,0.0373,NEUTRAL,28.4197,30.046999999999997,-76.0563,125730.0,92246.67,76485.0,680503.4,497061.2,410750.55,Shooting Star,None,None,-0.4577,0.0115,-0.0607,49662.0,97594.0,97594.0,102907.0,0.0,0.0,0.0,29.22,0.0,1.31,0.0,2020-09-18
187,154,5.7,-0.14,-0.024,5.81,5.7,5.81,99500.0,571779.0,0.0,27.35,5.0,5.68,5.12,6.08,6.78,6.17,6.48,6.85,8.85,6.12,6.42,7.11,8.83,DOWNTREND,DOWNTREND,DOWNTREND,36.8125,-0.1343,0.0486,NEUTRAL,-137.6469,6.3768,-100.0,57630.0,66586.67,65975.0,340174.6,407804.33,407521.75,Black Marubozu,None,Three Black Crows,-0.4124,-0.0625,-0.0547,6380.0,15410.0,38505.0,30340.0,0.0,0.0,0.0,114.0,0.0,2.1,0.0,2020-07-09
188,156,9.17,-0.32,-0.0337,9.43,9.12,9.64,288600.0,2667158.0,0.0,27.35,5.84,9.14,8.94,9.66,11.81,9.87,9.9,10.7,0.0,9.75,10.1,10.61,0.0,DOWNTREND,SIDEWAYS,DOWNTREND,39.7159,-0.1429,0.0519,HIGH,-130.8642,4.6778,-96.7105,304130.0,258193.33,571710.0,3005549.6,2552588.67,6209871.75,None,None,None,-0.0546,-0.0624,-0.0337,9520.0,-4910.0,-480483.0,-615441.0,0.0,0.0,0.0,48.26,0.0,2.36,0.0,2020-02-24
189,153,6.3,-0.2,-0.0308,6.78,6.3,6.78,68700.0,447124.0,0.0,27.35,5.0,6.2,5.7,7.34,7.84,7.05,6.69,8.26,0.0,6.94,7.2,8.12,0.0,UPTREND,UPTREND,DOWNTREND,38.8925,0.1234,0.0686,HIGH,-103.7536,0.0,-100.0,83080.0,99046.67,114770.0,603175.1,716013.4,814560.85,Black Marubozu,None,None,-0.3505,-0.1913,-0.125,-44206.0,34604.0,74999.0,-390801.0,0.0,0.0,0.0,33.16,0.0,1.62,0.0,2020-05-14
